Customer ID,last_purchase,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Total,RFM_Code,Segment
14906.0,2010-09-20 16:30:00,1,68.44,445,1,1,1,3,111,Lost
14907.0,2011-12-06 14:14:00,16,6165.79,3,5,5,5,15,555,Champions
14908.0,2011-09-26 12:56:00,2,381.9,74,3,2,2,7,322,Potential Loyalists
14909.0,2010-09-28 16:56:00,3,1404.68,437,1,3,4,8,134,At Risk
14910.0,2011-12-07 10:06:00,4,434.35,2,5,3,2,10,532,Loyal Customers
14911.0,2011-12-08 15:54:00,398,295972.63,1,5,5,5,15,555,Champions
14912.0,2011-11-23 09:20:00,6,1889.25,16,5,4,4,13,544,Champions
14913.0,2011-11-04 08:29:00,8,4073.13,35,4,4,5,13,445,Champions
14915.0,2011-09-09 13:34:00,11,1811.25,91,3,5,4,12,354,Loyal Customers
14916.0,2011-09-30 09:20:00,8,3042.95,70,3,4,5,12,345,Loyal Customers
14917.0,2010-04-22 11:28:00,2,1123.75,596,1,2,3,6,123,Need Attention
14918.0,2011-08-16 11:50:00,9,5955.81,115,3,5,5,13,355,Champions
14919.0,2010-06-18 13:06:00,1,359.35,539,1,1,2,4,112,Lost
14920.0,2011-05-11 10:32:00,3,1607.17,212,2,3,4,9,234,At Risk
14921.0,2011-11-09 13:17:00,2,1316.07,30,4,2,4,10,424,Loyal Customers
14922.0,2010-11-11 11:14:00,2,843.74,393,2,2,3,7,223,Need Attention
14923.0,2011-10-20 11:51:00,1,749.1,50,4,1,3,8,413,Potential Loyalists
14924.0,2011-04-08 09:25:00,3,931.01,245,2,3,3,8,233,At Risk
14926.0,2010-11-23 07:13:00,2,359.4,381,2,2,2,6,222,Need Attention
14927.0,2010-11-08 12:30:00,1,308.2,396,2,1,2,5,212,Need Attention
14928.0,2010-03-22 09:14:00,1,223.91,627,1,1,1,3,111,Lost
14929.0,2011-11-07 17:21:00,2,836.69,32,4,2,3,9,423,Potential Loyalists
14930.0,2011-08-23 10:31:00,6,5246.63,108,3,4,5,12,345,Loyal Customers
14931.0,2011-12-05 10:19:00,5,1257.68,4,5,4,4,13,544,Champions
14932.0,2010-12-09 11:48:00,2,1029.66,365,2,2,3,7,223,Need Attention
14933.0,2010-09-22 10:47:00,4,1770.0,443,1,3,4,8,134,At Risk
14934.0,2011-09-19 10:10:00,5,3503.5,81,3,4,5,12,345,Loyal Customers
14935.0,2011-02-15 14:44:00,2,2849.83,297,2,2,4,8,224,Need Attention
14936.0,2011-11-06 10:30:00,12,12410.81,33,4,5,5,14,455,Champions
14937.0,2011-10-14 12:29:00,3,1621.88,56,4,3,4,11,434,Loyal Customers
14938.0,2010-05-26 13:38:00,2,2322.43,562,1,2,4,7,124,Need Attention
14940.0,2010-10-18 10:47:00,2,531.49,417,1,2,2,5,122,Need Attention
14941.0,2010-05-10 11:30:00,1,182.1,578,1,1,1,3,111,Lost
14942.0,2010-11-03 10:51:00,4,746.56,401,2,3,3,8,233,At Risk
14943.0,2010-02-14 16:04:00,1,107.62,663,1,1,1,3,111,Lost
14944.0,2011-11-10 09:10:00,19,9784.67,29,4,5,5,14,455,Champions
14945.0,2010-10-22 11:26:00,1,179.4,413,1,1,1,3,111,Lost
14946.0,2011-11-25 13:33:00,1,100.9,14,5,1,1,7,511,Potential Loyalists
14947.0,2011-09-28 15:48:00,6,1049.79,72,3,4,3,10,343,Loyal Customers
14948.0,2011-11-16 17:16:00,6,1101.97,23,4,4,3,11,443,Loyal Customers
14949.0,2010-08-27 15:38:00,4,515.0,469,1,3,2,6,132,At Risk
14950.0,2011-11-20 13:48:00,1,371.2,19,5,1,2,8,512,Potential Loyalists
14951.0,2011-09-21 15:15:00,1,311.69,79,3,1,2,6,312,Need Attention
14952.0,2011-10-11 10:33:00,32,17629.35,59,3,5,5,13,355,Champions
14953.0,2011-11-14 14:59:00,4,1013.77,25,4,3,3,10,433,Loyal Customers
14954.0,2011-11-27 14:30:00,2,503.44,12,5,2,2,9,522,Potential Loyalists
14955.0,2009-12-07 11:35:00,1,163.77,732,1,1,1,3,111,Lost
14956.0,2010-10-14 16:40:00,1,1325.0,421,1,1,4,6,114,Need Attention
14957.0,2011-03-31 17:59:00,2,333.29,253,2,2,2,6,222,Need Attention
14958.0,2011-07-15 14:20:00,6,957.94,147,3,4,3,10,343,Loyal Customers
14959.0,2011-10-06 18:23:00,4,695.42,64,3,3,3,9,333,Potential Loyalists
14960.0,2011-12-01 12:54:00,2,221.27,8,5,2,1,8,521,Potential Loyalists
14961.0,2011-11-29 09:42:00,22,16410.15,10,5,5,5,15,555,Champions
14962.0,2011-03-14 09:42:00,4,366.91,270,2,3,2,7,232,At Risk
14963.0,2011-11-30 12:16:00,12,3164.48,9,5,5,5,15,555,Champions
14964.0,2011-04-06 14:13:00,1,206.21,247,2,1,1,4,211,Lost
14965.0,2011-09-04 13:20:00,2,599.0,96,3,2,2,7,322,Potential Loyalists
14966.0,2011-11-25 12:20:00,6,1115.84,14,5,4,3,12,543,Loyal Customers
14967.0,2011-10-21 11:06:00,6,1982.61,49,4,4,4,12,444,Loyal Customers
14968.0,2011-11-09 13:58:00,2,504.99,30,4,2,2,8,422,Potential Loyalists
14969.0,2010-01-05 12:43:00,1,906.23,703,1,1,3,5,113,Need Attention
14970.0,2011-10-02 13:44:00,12,4919.35,68,3,5,5,13,355,Champions
14971.0,2011-11-04 17:07:00,3,1116.57,35,4,3,3,10,433,Loyal Customers
14972.0,2011-08-03 14:54:00,2,145.07,128,3,2,1,6,321,Need Attention
14973.0,2011-08-24 15:51:00,3,1314.45,107,3,3,4,10,334,Loyal Customers
14974.0,2011-11-02 13:01:00,1,114.39,37,4,1,1,6,411,New Customers
14975.0,2011-10-13 14:08:00,2,472.39,57,4,2,2,8,422,Potential Loyalists
14976.0,2011-10-13 16:37:00,7,790.86,57,4,4,3,11,443,Loyal Customers
14977.0,2009-12-14 10:37:00,1,31.93,725,1,1,1,3,111,Lost
14978.0,2011-09-28 13:07:00,10,3142.14,72,3,5,5,13,355,Champions
14979.0,2009-12-04 12:54:00,1,439.46,735,1,1,2,4,112,Lost
14980.0,2009-12-02 14:09:00,1,150.68,737,1,1,1,3,111,Lost
14981.0,2011-04-07 13:45:00,2,372.92,246,2,2,2,6,222,Need Attention
14982.0,2010-05-16 15:52:00,1,237.78,572,1,1,1,3,111,Lost
14983.0,2010-01-19 17:32:00,1,183.2,689,1,1,1,3,111,Lost
14984.0,2011-11-20 14:28:00,6,1271.41,19,5,4,4,13,544,Champions
14985.0,2011-05-25 14:29:00,2,296.75,198,2,2,2,6,222,Need Attention
14986.0,2010-11-28 15:25:00,2,566.9,376,2,2,2,6,222,Need Attention
14987.0,2011-11-24 09:59:00,8,1713.85,15,5,4,4,13,544,Champions
14988.0,2011-05-12 12:05:00,7,2066.6,211,2,4,4,10,244,Loyal Customers
14989.0,2010-02-16 10:40:00,1,342.4,661,1,1,2,4,112,Lost
14990.0,2010-04-06 13:54:00,2,305.42,612,1,2,2,5,122,Need Attention
14991.0,2010-10-05 13:01:00,1,314.67,430,1,1,2,4,112,Lost
14992.0,2010-09-23 17:48:00,1,210.5,442,1,1,1,3,111,Lost
14993.0,2010-05-25 12:47:00,1,36.13,563,1,1,1,3,111,Lost
14994.0,2010-11-22 12:59:00,5,960.63,382,2,4,3,9,243,At Risk
14995.0,2011-11-01 11:39:00,2,233.23,38,4,2,1,7,421,Potential Loyalists
14996.0,2010-08-15 13:44:00,2,442.29,481,1,2,2,5,122,Need Attention
14997.0,2011-10-24 13:28:00,4,776.6,46,4,3,3,10,433,Loyal Customers
14998.0,2011-06-22 17:30:00,4,770.73,170,3,3,3,9,333,Potential Loyalists
14999.0,2010-04-26 10:47:00,1,129.48,592,1,1,1,3,111,Lost
15000.0,2011-10-23 11:42:00,1,490.52,47,4,1,2,7,412,Potential Loyalists
15001.0,2010-11-10 13:51:00,2,230.86,394,2,2,1,5,221,Need Attention
15002.0,2011-08-16 10:44:00,9,4817.28,115,3,5,5,13,355,Champions
15003.0,2010-08-23 15:44:00,6,1060.7,473,1,4,3,8,143,At Risk
15004.0,2011-07-15 14:05:00,1,1246.32,147,3,1,3,7,313,Potential Loyalists
15005.0,2011-11-24 12:25:00,56,14106.2,15,5,5,5,15,555,Champions
15006.0,2011-10-19 15:08:00,2,825.14,51,4,2,3,9,423,Potential Loyalists
15007.0,2011-07-03 16:00:00,1,156.91,159,3,1,1,5,311,Need Attention
15008.0,2010-08-16 13:09:00,2,360.0,480,1,2,2,5,122,Need Attention
15009.0,2011-11-27 13:35:00,3,1261.78,12,5,3,4,12,534,Loyal Customers
15010.0,2011-11-04 12:42:00,1,308.94,35,4,1,2,7,412,Potential Loyalists
15011.0,2010-11-09 11:10:00,2,416.6,395,2,2,2,6,222,Need Attention
15012.0,2011-10-17 12:22:00,3,860.62,53,4,3,3,10,433,Loyal Customers
15013.0,2010-08-09 12:05:00,10,1641.3,487,1,5,4,10,154,Loyal Customers
15014.0,2011-10-27 20:07:00,2,260.17,43,4,2,1,7,421,Potential Loyalists
15015.0,2010-07-26 13:50:00,13,2365.02,501,1,5,4,10,154,Loyal Customers
15016.0,2011-06-20 12:06:00,5,630.3,172,3,4,3,10,343,Loyal Customers
15017.0,2011-11-06 10:33:00,1,125.58,33,4,1,1,6,411,New Customers
15018.0,2011-11-01 12:47:00,3,607.46,38,4,3,2,9,432,Potential Loyalists
15019.0,2011-03-18 12:35:00,1,266.0,266,2,1,1,4,211,Lost
15020.0,2010-11-25 13:29:00,1,203.42,379,2,1,1,4,211,Lost
15021.0,2011-12-01 11:53:00,12,2783.83,8,5,5,4,14,554,Champions
15022.0,2011-11-28 12:35:00,5,1186.09,11,5,4,3,12,543,Loyal Customers
15023.0,2011-12-06 17:23:00,20,12170.68,3,5,5,5,15,555,Champions
15024.0,2011-11-30 12:06:00,16,4075.51,9,5,5,5,15,555,Champions
15025.0,2011-11-06 15:20:00,2,1013.09,33,4,2,3,9,423,Potential Loyalists
15026.0,2011-09-20 13:52:00,5,1061.61,80,3,4,3,10,343,Loyal Customers
15027.0,2011-11-09 10:16:00,10,3195.6,30,4,5,5,14,455,Champions
15028.0,2011-12-01 14:06:00,6,1157.71,8,5,4,3,12,543,Loyal Customers
15029.0,2010-03-30 12:16:00,1,365.1,619,1,1,2,4,112,Lost
15030.0,2011-09-29 10:50:00,8,1979.91,71,3,4,4,11,344,Loyal Customers
15031.0,2011-12-05 14:19:00,14,3156.58,4,5,5,5,15,555,Champions
15032.0,2011-03-28 15:03:00,8,13780.65,256,2,4,5,11,245,Loyal Customers
15033.0,2011-12-05 12:40:00,10,2586.67,4,5,5,4,14,554,Champions
15034.0,2011-11-24 12:11:00,14,8313.4,15,5,5,5,15,555,Champions
15035.0,2011-09-11 11:08:00,1,252.73,89,3,1,1,5,311,Need Attention
15036.0,2011-09-28 15:42:00,3,465.55,72,3,3,2,8,332,Potential Loyalists
15037.0,2010-11-28 13:05:00,2,402.51,376,2,2,2,6,222,Need Attention
15038.0,2011-10-12 11:33:00,9,1309.86,58,4,5,4,13,454,Champions
15039.0,2011-11-30 11:31:00,93,40031.43,9,5,5,5,15,555,Champions
15040.0,2010-06-16 11:40:00,1,7.49,541,1,1,1,3,111,Lost
15041.0,2011-06-22 16:16:00,2,294.02,170,3,2,2,7,322,Potential Loyalists
15042.0,2011-05-24 16:25:00,2,315.45,199,2,2,2,6,222,Need Attention
15043.0,2011-11-08 14:26:00,6,2873.8,31,4,4,4,12,444,Loyal Customers
15044.0,2011-11-20 13:20:00,35,16204.33,19,5,5,5,15,555,Champions
15045.0,2011-07-11 11:33:00,2,735.66,151,3,2,3,8,323,Potential Loyalists
15046.0,2011-11-30 15:50:00,25,7812.39,9,5,5,5,15,555,Champions
15047.0,2011-03-15 10:49:00,1,343.62,269,2,1,2,5,212,Need Attention
15048.0,2011-10-05 14:55:00,4,482.75,65,3,3,2,8,332,Potential Loyalists
15049.0,2011-03-11 12:13:00,1,121.17,273,2,1,1,4,211,Lost
15050.0,2011-11-14 16:17:00,5,4193.79,25,4,4,5,13,445,Champions
15051.0,2011-11-16 15:38:00,9,3935.16,23,4,5,5,14,455,Champions
15052.0,2011-01-24 15:52:00,1,215.78,319,2,1,1,4,211,Lost
15053.0,2011-12-05 12:08:00,3,697.79,4,5,3,3,11,533,Loyal Customers
15054.0,2011-11-27 15:02:00,2,302.1,12,5,2,2,9,522,Potential Loyalists
15055.0,2010-08-22 11:06:00,3,560.07,474,1,3,2,6,132,At Risk
15056.0,2010-07-07 15:58:00,1,133.45,520,1,1,1,3,111,Lost
15057.0,2011-03-09 15:17:00,5,3255.96,275,2,4,5,11,245,Loyal Customers
15058.0,2011-11-14 14:57:00,16,3410.03,25,4,5,5,14,455,Champions
15059.0,2011-10-30 11:35:00,19,3523.57,40,4,5,5,14,455,Champions
15060.0,2011-12-01 13:47:00,4,303.09,8,5,3,2,10,532,Loyal Customers
15061.0,2011-12-06 12:06:00,127,137818.52,3,5,5,5,15,555,Champions
15062.0,2011-09-29 16:51:00,8,2585.62,71,3,4,4,11,344,Loyal Customers
15063.0,2011-05-10 13:25:00,1,370.8,213,2,1,2,5,212,Need Attention
15064.0,2010-10-25 14:32:00,4,1254.41,410,2,3,4,9,234,At Risk
15065.0,2011-11-02 09:45:00,5,3326.86,37,4,4,5,13,445,Champions
15066.0,2011-10-17 13:25:00,1,893.59,53,4,1,3,8,413,Potential Loyalists
15067.0,2011-09-22 13:20:00,5,3877.88,78,3,4,5,12,345,Loyal Customers
15068.0,2011-10-24 14:47:00,4,1176.85,46,4,3,3,10,433,Loyal Customers
15069.0,2011-06-13 14:16:00,1,1109.53,179,3,1,3,7,313,Potential Loyalists
15070.0,2010-12-02 11:23:00,3,843.25,372,2,3,3,8,233,At Risk
15071.0,2011-09-07 11:43:00,4,1455.56,93,3,3,4,10,334,Loyal Customers
15072.0,2010-08-17 15:46:00,1,187.52,479,1,1,1,3,111,Lost
15073.0,2011-11-30 10:44:00,8,2788.02,9,5,4,4,13,544,Champions
15074.0,2011-08-26 14:45:00,3,1566.33,105,3,3,4,10,334,Loyal Customers
15075.0,2011-09-23 12:27:00,1,773.03,77,3,1,3,7,313,Potential Loyalists
15076.0,2011-06-20 08:23:00,3,1447.74,172,3,3,4,10,334,Loyal Customers
15077.0,2010-08-02 11:13:00,2,2428.08,494,1,2,4,7,124,Need Attention
15078.0,2011-12-02 15:41:00,53,17761.88,7,5,5,5,15,555,Champions
15079.0,2011-05-11 12:45:00,11,3767.35,212,2,5,5,12,255,Loyal Customers
15080.0,2010-10-08 11:52:00,2,546.25,427,1,2,2,5,122,Need Attention
15081.0,2011-11-17 17:08:00,12,1965.72,22,4,5,4,13,454,Champions
15082.0,2010-02-09 10:23:00,1,93.35,668,1,1,1,3,111,Lost
15083.0,2011-03-28 12:18:00,1,88.2,256,2,1,1,4,211,Lost
15084.0,2010-11-25 11:58:00,2,965.2,379,2,2,3,7,223,Need Attention
15085.0,2009-12-10 11:47:00,1,347.54,729,1,1,2,4,112,Lost
15086.0,2010-05-24 12:27:00,2,218.53,564,1,2,1,4,121,Lost
15087.0,2011-03-03 10:34:00,1,306.94,281,2,1,2,5,212,Need Attention
15088.0,2011-11-18 13:14:00,2,1160.07,21,4,2,3,9,423,Potential Loyalists
15089.0,2011-11-29 16:31:00,6,2420.84,10,5,4,4,13,544,Champions
15090.0,2011-02-04 14:03:00,1,381.32,308,2,1,2,5,212,Need Attention
15091.0,2011-10-03 12:47:00,3,1046.61,67,3,3,3,9,333,Potential Loyalists
15092.0,2011-05-08 14:10:00,3,776.46,215,2,3,3,8,233,At Risk
15093.0,2011-11-21 13:09:00,23,14326.11,18,5,5,5,15,555,Champions
15094.0,2010-09-02 16:55:00,2,83.0,463,1,2,1,4,121,Lost
15095.0,2011-08-28 12:01:00,10,3141.64,103,3,5,5,13,355,Champions
15096.0,2011-10-28 10:27:00,1,219.39,42,4,1,1,6,411,New Customers
15097.0,2011-12-05 14:03:00,3,908.35,4,5,3,3,11,533,Loyal Customers
15098.0,2011-06-10 15:33:00,3,39916.5,182,3,3,5,11,335,Loyal Customers
15099.0,2011-09-16 13:13:00,1,410.48,84,3,1,2,6,312,Need Attention
15100.0,2011-01-10 10:35:00,7,2894.7,333,2,4,4,10,244,Loyal Customers
15101.0,2011-12-01 10:18:00,6,1477.94,8,5,4,4,13,544,Champions
15102.0,2010-06-27 12:16:00,2,554.67,530,1,2,2,5,122,Need Attention
15103.0,2011-11-08 14:53:00,2,703.36,31,4,2,3,9,423,Potential Loyalists
15104.0,2011-05-27 12:29:00,2,1027.44,196,2,2,3,7,223,Need Attention
15105.0,2011-11-21 16:54:00,9,3094.91,18,5,5,5,15,555,Champions
15106.0,2011-11-22 09:16:00,5,1422.52,17,5,4,4,13,544,Champions
15107.0,2011-02-01 14:46:00,9,940.35,311,2,5,3,10,253,Loyal Customers
15108.0,2011-07-21 10:24:00,4,1300.25,141,3,3,4,10,334,Loyal Customers
15109.0,2011-04-08 09:58:00,3,983.1,245,2,3,3,8,233,At Risk
15110.0,2011-11-16 11:16:00,6,1505.85,23,4,4,4,12,444,Loyal Customers
15111.0,2011-11-10 16:58:00,5,2730.87,29,4,4,4,12,444,Loyal Customers
15112.0,2010-04-07 14:17:00,1,209.4,611,1,1,1,3,111,Lost
15113.0,2011-11-30 08:23:00,3,3609.33,9,5,3,5,13,535,Champions
15114.0,2011-11-09 15:05:00,12,3400.12,30,4,5,5,14,455,Champions
15115.0,2011-11-21 14:59:00,2,531.85,18,5,2,2,9,522,Potential Loyalists
15116.0,2011-11-22 12:25:00,4,1352.75,17,5,3,4,12,534,Loyal Customers
15117.0,2011-11-25 08:12:00,8,2485.97,14,5,4,4,13,544,Champions
15118.0,2011-07-28 14:54:00,1,244.8,134,3,1,1,5,311,Need Attention
15119.0,2011-04-08 09:08:00,1,266.4,245,2,1,1,4,211,Lost
15120.0,2011-07-29 09:48:00,1,358.82,133,3,1,2,6,312,Need Attention
15121.0,2011-10-20 14:51:00,2,457.72,50,4,2,2,8,422,Potential Loyalists
15122.0,2011-08-17 16:48:00,11,4497.47,114,3,5,5,13,355,Champions
15123.0,2011-12-02 13:12:00,5,4656.17,7,5,4,5,14,545,Champions
15124.0,2011-11-17 10:09:00,4,450.82,22,4,3,2,9,432,Potential Loyalists
15125.0,2011-11-14 13:57:00,24,17024.87,25,4,5,5,14,455,Champions
15126.0,2010-06-21 12:31:00,2,449.49,536,1,2,2,5,122,Need Attention
15127.0,2011-10-05 10:30:00,2,711.5,65,3,2,3,8,323,Potential Loyalists
15128.0,2011-10-10 13:54:00,5,1783.68,60,3,4,4,11,344,Loyal Customers
15129.0,2011-10-20 14:40:00,23,6860.18,50,4,5,5,14,455,Champions
15130.0,2011-06-23 10:15:00,1,330.11,169,3,1,2,6,312,Need Attention
15131.0,2010-11-10 12:07:00,1,80.28,394,2,1,1,4,211,Lost
15132.0,2011-11-21 17:10:00,5,977.93,18,5,4,3,12,543,Loyal Customers
15133.0,2011-08-04 10:44:00,5,1806.9,127,3,4,4,11,344,Loyal Customers
15134.0,2011-11-25 08:55:00,10,1596.29,14,5,5,4,14,554,Champions
15135.0,2011-04-14 19:16:00,2,305.68,239,2,2,2,6,222,Need Attention
15136.0,2011-12-07 12:26:00,4,1286.7,2,5,3,4,12,534,Loyal Customers
15137.0,2010-07-07 09:41:00,2,823.4,520,1,2,3,6,123,Need Attention
15138.0,2010-11-11 09:16:00,1,502.52,393,2,1,2,5,212,Need Attention
15139.0,2011-04-14 11:39:00,2,178.96,239,2,2,1,5,221,Need Attention
15140.0,2011-10-18 14:07:00,8,3243.69,52,4,4,5,13,445,Champions
15141.0,2010-09-08 11:33:00,7,1388.47,457,1,4,4,9,144,At Risk
15142.0,2011-10-24 12:51:00,6,2619.92,46,4,4,4,12,444,Loyal Customers
15143.0,2011-04-28 12:03:00,2,563.63,225,2,2,2,6,222,Need Attention
15144.0,2011-12-01 15:12:00,29,12160.31,8,5,5,5,15,555,Champions
15145.0,2011-12-05 17:21:00,4,1194.73,4,5,3,3,11,533,Loyal Customers
15146.0,2011-06-28 12:09:00,2,1327.16,164,3,2,4,9,324,Potential Loyalists
15147.0,2011-04-13 15:57:00,1,623.5,240,2,1,3,6,213,Need Attention
15148.0,2011-11-29 08:21:00,1,301.29,10,5,1,2,8,512,Potential Loyalists
15149.0,2011-07-29 10:58:00,5,1554.61,133,3,4,4,11,344,Loyal Customers
15150.0,2011-11-22 12:52:00,13,9001.08,17,5,5,5,15,555,Champions
15151.0,2010-10-12 16:37:00,2,2085.61,423,1,2,4,7,124,Need Attention
15152.0,2011-11-30 12:32:00,14,5263.83,9,5,5,5,15,555,Champions
15153.0,2011-11-08 17:09:00,1,329.25,31,4,1,2,7,412,Potential Loyalists
15154.0,2011-09-25 16:05:00,3,1388.41,75,3,3,4,10,334,Loyal Customers
15155.0,2010-11-21 12:59:00,1,383.97,383,2,1,2,5,212,Need Attention
15156.0,2011-12-08 18:22:00,3,961.49,1,5,3,3,11,533,Loyal Customers
15157.0,2011-12-06 11:28:00,5,2654.11,3,5,4,4,13,544,Champions
15158.0,2011-10-25 13:53:00,2,606.02,45,4,2,2,8,422,Potential Loyalists
15159.0,2011-12-08 12:05:00,34,22116.73,1,5,5,5,15,555,Champions
15160.0,2010-12-17 14:15:00,4,589.27,357,2,3,2,7,232,At Risk
15161.0,2010-11-16 16:08:00,1,119.92,388,2,1,1,4,211,Lost
15162.0,2009-12-08 13:14:00,1,312.9,731,1,1,2,4,112,Lost
15163.0,2011-11-21 13:10:00,2,304.47,18,5,2,2,9,522,Potential Loyalists
15164.0,2011-10-02 12:05:00,9,2068.92,68,3,5,4,12,354,Loyal Customers
15165.0,2010-12-01 14:03:00,1,975.5,373,2,1,3,6,213,Need Attention
15166.0,2010-08-29 12:31:00,1,167.16,467,1,1,1,3,111,Lost
15167.0,2011-01-23 12:41:00,5,1659.67,320,2,4,4,10,244,Loyal Customers
15168.0,2011-11-14 11:26:00,1,106.56,25,4,1,1,6,411,New Customers
15169.0,2010-11-22 13:04:00,2,569.22,382,2,2,2,6,222,Need Attention
15170.0,2010-10-29 10:34:00,1,81.15,406,2,1,1,4,211,Lost
15171.0,2011-01-12 15:36:00,1,1289.5,331,2,1,4,7,214,Need Attention
15172.0,2011-12-01 11:51:00,5,1624.05,8,5,4,4,13,544,Champions
15173.0,2010-11-24 10:21:00,7,1494.6,380,2,4,4,10,244,Loyal Customers
15174.0,2011-01-21 09:06:00,2,481.46,322,2,2,2,6,222,Need Attention
15175.0,2011-09-29 11:31:00,1,224.14,71,3,1,1,5,311,Need Attention
15176.0,2010-02-10 10:36:00,1,988.04,667,1,1,3,5,113,Need Attention
15177.0,2010-10-10 12:48:00,1,948.93,425,1,1,3,5,113,Need Attention
15178.0,2011-03-24 15:12:00,1,40.5,260,2,1,1,4,211,Lost
15179.0,2011-11-21 12:53:00,13,7491.92,18,5,5,5,15,555,Champions
15180.0,2010-12-07 14:57:00,3,904.43,367,2,3,3,8,233,At Risk
15181.0,2011-10-04 13:58:00,5,1200.2,66,3,4,3,10,343,Loyal Customers
15182.0,2011-07-08 13:37:00,11,2998.95,154,3,5,5,13,355,Champions
15183.0,2010-06-10 10:43:00,3,639.93,547,1,3,3,7,133,At Risk
15184.0,2011-11-10 13:41:00,4,689.95,29,4,3,3,10,433,Loyal Customers
15185.0,2011-09-30 14:06:00,1,310.62,70,3,1,2,6,312,Need Attention
15186.0,2011-11-25 14:58:00,5,1403.2,14,5,4,4,13,544,Champions
15187.0,2011-12-08 11:56:00,16,4777.18,1,5,5,5,15,555,Champions
15188.0,2009-12-14 13:30:00,1,310.43,725,1,1,2,4,112,Lost
15189.0,2011-12-08 13:22:00,46,17524.38,1,5,5,5,15,555,Champions
15190.0,2010-10-01 13:09:00,1,834.44,434,1,1,3,5,113,Need Attention
15191.0,2010-09-02 15:37:00,3,588.05,463,1,3,2,6,132,At Risk
15192.0,2011-08-12 11:41:00,5,1981.39,119,3,4,4,11,344,Loyal Customers
15193.0,2011-10-10 08:23:00,1,499.32,60,3,1,2,6,312,Need Attention
15194.0,2011-12-06 15:10:00,28,12427.69,3,5,5,5,15,555,Champions
15195.0,2011-12-07 12:20:00,1,3861.0,2,5,1,5,11,515,Loyal Customers
15196.0,2010-10-03 10:50:00,2,316.25,432,1,2,2,5,122,Need Attention
15197.0,2011-11-29 10:00:00,6,1877.51,10,5,4,4,13,544,Champions
15198.0,2011-09-08 14:42:00,5,571.35,92,3,4,2,9,342,Potential Loyalists
15199.0,2011-10-11 15:12:00,10,3122.4,59,3,5,5,13,355,Champions
15200.0,2010-08-02 09:38:00,1,549.05,494,1,1,2,4,112,Lost
15201.0,2011-09-13 14:53:00,7,1842.95,87,3,4,4,11,344,Loyal Customers
15202.0,2010-10-15 13:05:00,3,6001.49,420,1,3,5,9,135,At Risk
15203.0,2011-11-14 08:16:00,15,4400.18,25,4,5,5,14,455,Champions
15204.0,2010-12-17 13:49:00,1,316.58,357,2,1,2,5,212,Need Attention
15205.0,2011-09-15 19:36:00,2,653.24,85,3,2,3,8,323,Potential Loyalists
15206.0,2011-11-29 13:41:00,4,420.3,10,5,3,2,10,532,Loyal Customers
15207.0,2010-10-19 13:29:00,3,683.92,416,1,3,3,7,133,At Risk
15208.0,2011-12-08 17:24:00,6,970.52,1,5,4,3,12,543,Loyal Customers
15209.0,2009-12-09 17:26:00,1,178.98,730,1,1,1,3,111,Lost
15210.0,2011-04-28 16:11:00,3,1176.19,225,2,3,3,8,233,At Risk
15211.0,2011-10-10 13:31:00,2,1277.48,60,3,2,4,9,324,Potential Loyalists
15212.0,2011-04-12 13:45:00,2,208.28,241,2,2,1,5,221,Need Attention
15213.0,2011-01-25 12:21:00,2,328.35,318,2,2,2,6,222,Need Attention
15214.0,2011-12-08 12:07:00,8,1661.44,1,5,4,4,13,544,Champions
15215.0,2011-10-24 11:41:00,7,2422.43,46,4,4,4,12,444,Loyal Customers
15216.0,2011-09-13 11:41:00,2,486.09,87,3,2,2,7,322,Potential Loyalists
15217.0,2010-05-25 13:51:00,1,426.24,563,1,1,2,4,112,Lost
15218.0,2011-11-29 11:48:00,22,11516.57,10,5,5,5,15,555,Champions
15219.0,2011-06-16 16:57:00,2,685.45,176,3,2,3,8,323,Potential Loyalists
15220.0,2011-10-19 12:39:00,6,1778.96,51,4,4,4,12,444,Loyal Customers
15221.0,2010-12-08 13:08:00,4,2465.45,366,2,3,4,9,234,At Risk
15222.0,2011-01-25 08:03:00,11,3550.91,318,2,5,5,12,255,Loyal Customers
15223.0,2011-04-28 11:31:00,5,1417.95,225,2,4,4,10,244,Loyal Customers
15224.0,2010-12-16 15:02:00,5,871.36,358,2,4,3,9,243,At Risk
15225.0,2011-04-19 14:51:00,1,409.4,234,2,1,2,5,212,Need Attention
15226.0,2011-02-02 11:41:00,1,154.41,310,2,1,1,4,211,Lost
15227.0,2011-11-03 11:59:00,9,2488.49,36,4,5,4,13,454,Champions
15228.0,2011-10-04 13:56:00,6,5580.27,66,3,4,5,12,345,Loyal Customers
15229.0,2010-05-02 13:50:00,1,160.5,586,1,1,1,3,111,Lost
15230.0,2011-04-14 14:39:00,2,429.6,239,2,2,2,6,222,Need Attention
15231.0,2010-03-28 15:12:00,1,250.26,621,1,1,1,3,111,Lost
15232.0,2011-08-18 16:27:00,2,612.06,113,3,2,2,7,322,Potential Loyalists
15233.0,2010-11-03 13:36:00,1,59.4,401,2,1,1,4,211,Lost
15234.0,2011-03-08 08:53:00,1,197.0,276,2,1,1,4,211,Lost
15235.0,2011-05-06 09:44:00,16,2937.81,217,2,5,4,11,254,Loyal Customers
